31	Остров Стужи	114,54,146	12	128,128,128	255,255,255	-1,-1,-1	0
32	Остров Зефира	103,182,118	12	128,128,128	255,255,255	-1,-1,-1	0
33	Остров Древесины	53,42,234	12	128,128,128	255,255,255	-1,-1,-1	0
34	Остров Арены	221,243,5	12	128,128,128	255,255,255	-1,-1,-1	0
35	Остров Отверженных	49,78,9	12	128,128,128	255,255,255	-1,-1,-1	0
36	Ледниковый остров	240,207,11	12	128,128,128	255,255,255	-1,-1,-1	0
37	Остров Купидона	53,201,176	12	128,128,128	255,255,255	-1,-1,-1	0
38	Остров Канареек	185,149,202	12	128,128,128	255,255,255	-1,-1,-1	0
39	Заброшенная шахта 1	150,219,2	9	128,128,128	255,255,255	-1,-1,-1	0
40	Заброшенная шахта 2	18,252,192	9	128,128,128	255,255,255	-1,-1,-1	0
41	Серебряная шахта 1	16,30,236	9	128,128,128	255,255,255	-1,-1,-1	0
42	Серебряная шахта 2	21,170,32	9	128,128,128	255,255,255	-1,-1,-1	0
43	Серебряная шахта 3	195,19,206	8	128,128,128	255,255,255	-1,-1,-1	0
44	Одинокая башня 1	67,65,130	10	128,128,128	255,255,255	-1,-1,-1	0
45	Одинокая башня 2	111,49,196	10	128,128,128	255,255,255	-1,-1,-1	0
46	Одинокая башня 3	115,252,101	10	128,128,128	255,255,255	-1,-1,-1	0
47	Одинокая башня 4	157,117,157	10	128,128,128	255,255,255	-1,-1,-1	0
48	Одинокая башня 5	47,213,183	10	128,128,128	255,255,255	-1,-1,-1	0
49	Одинокая башня 6	155,239,79	8	128,128,128	255,255,255	-1,-1,-1	0
50	Священный лабиринт	68,251,228	9	128,128,128	255,255,255	-1,-1,-1	0
51	Остров Руин	47,211,221	9	128,128,128	255,255,255	-1,-1,-1	0
52	Пустая пещера	25,93,98	9	198,152,68	253,247,229	-1,-1,-1	0
53	Андийский лес	135,206,147	12	120,120,120	255,255,255	-1,-1,-1	0
54	Халдейский оплот	125,70,239	12	86,129,130	255,255,255	-1,-1,-1	0
55	Заброшенные шахты	84,137,128	12	114,148,155	255,255,255	-1,-1,-1	0
56	Пустоши Ледыни	108,55,216	12	128,128,128	255,255,255	-1,-1,-1	0
57	Оазис	32,125,91	12	145,150,104	255,255,255	-1,-1,-1	0
58	Скалистый удел	236,194,55	12	114,148,155	255,255,255	-1,-1,-1	0
59	Бухта Атлантис	6,51,63	12	110,171,199	255,255,255	-1,-1,-1	0
60	Берег Скелетов	249,33,4	12	110,171,199	255,255,255	-1,-1,-1	0
61	Валгалла	121,144,53	12	120,120,120	255,255,255	-1,-1,-1	0
62	Роща Акаций	214,153,143	12	145,150,104	255,255,255	-1,-1,-1	0
63	Обитель радости	15,218,22	12	120,120,120	255,255,255	-1,-1,-1	0
64	Ледяной Шип	212,158,103	12	110,171,199	255,255,255	-1,-1,-1	0
65	Хаотичный оазис	168,43,212	12	128,128,128	255,255,255	-1,-1,-1	0
66	Божественный оазис	126,30,242	12	128,128,128	255,255,255	-1,-1,-1	0
67	Лагерь песчаных бандитов	118,79,29	12	128,128,128	255,255,255	-1,-1,-1	0
68	Бандитский лагерь	221,65,111	12	128,128,128	255,255,255	-1,-1,-1	0
69	Логово демонов	200,149,199	12	128,128,128	255,255,255	-1,-1,-1	0
70	Остров Удачи	191,103,213	12	128,128,128	255,255,255	-1,-1,-1	0
71	Бухта Сары	104,43,234	12	128,128,128	255,255,255	-1,-1,-1	0
72	Албанская бухта	224,199,62	12	128,128,128	255,255,255	-1,-1,-1	0
73	Остров Хафта	135,85,33	12	128,128,128	255,255,255	-1,-1,-1	0
74	Бухта Рейгана	63,178,57	12	128,128,128	255,255,255	-1,-1,-1	0
75	Гавань Норитового острова	244,68,53	12	128,128,128	255,255,255	-1,-1,-1	0
76	Бухта Айрис	210,198,243	12	128,128,128	255,255,255	-1,-1,-1	0
77	Бухта Лаху	180,161,8	12	128,128,128	255,255,255	-1,-1,-1	0
78	Бухта Пирикс	236,209,143	12	128,128,128	255,255,255	-1,-1,-1	0
79	Пальмовый берег	214,127,72	12	128,128,128	255,255,255	-1,-1,-1	0
80	Гавань Гелады	162,178,52	12	128,128,128	255,255,255	-1,-1,-1	0
81	Бухта Хаббл	173,209,85	12	128,128,128	255,255,255	-1,-1,-1	0
82	Бухта Эфио	77,53,71	12	128,128,128	255,255,255	-1,-1,-1	0
83	Бухта Сальва	180,193,31	12	128,128,128	255,255,255	-1,-1,-1	0
84	Бухта Кармаса	36,137,84	12	128,128,128	255,255,255	-1,-1,-1	0
85	Бухта Муз	47,165,183	12	128,128,128	255,255,255	-1,-1,-1	0
86	Сад Эдель	206,97,41	8	128,128,128	255,255,255	-1,-1,-1	0
87	Темная топь 1	5,128,34	8	128,128,128	255,255,255	-1,-1,-1	0
88	Затерянный город 1	252,129,141	8	128,128,128	255,255,255	-1,-1,-1	0
89	Темная топь 2	206,123,122	8	128,128,128	255,255,255	-1,-1,-1	0
90	Темная топь 3	36,76,89	8	128,128,128	255,255,255	-1,-1,-1	0
91	Затерянный город 2	242,171,97	8	128,128,128	255,255,255	-1,-1,-1	0
92	Затерянный город 3	164,230,2	8	128,128,128	255,255,255	-1,-1,-1	0
93	Мир демонов 1	50,215,93	8	128,128,128	255,255,255	-1,-1,-1	0
94	Мир демонов 2	94,11,153	8	128,128,128	255,255,255	-1,-1,-1	0
95	Арена	141,99,210	8	128,128,128	255,255,255	-1,-1,-1	0
96	Подводный морской туннель	103,157,130	8	128,128,128	255,255,255	-1,-1,-1	0
97	Логово черного дракона 1	212,85,58	8	128,128,128	255,255,255	-1,-1,-1	0
98	Логово черного дракона 2	61,57,42	8	128,128,128	255,255,255	-1,-1,-1	0
99	Логово черного дракона 3	142,77,89	8	128,128,128	255,255,255	-1,-1,-1	0
100	Подводный тоннель	114,221,104	9	128,128,128	255,255,255	-1,-1,-1	0
101	Остров Скелетов	86,219,73	9	128,128,128	255,255,255	-1,-1,-1	0
102	База Флота	132,5,100	3	128,128,128	255,255,255	-1,-1,-1	0
103	Залив Сокровищ	119,229,46	12	128,128,128	255,255,255	-1,-1,-1	0
104	Подземный док	77,55,210	9	128,128,128	255,255,255	-1,-1,-1	0
105	Поиск убежища	43,183,74	9	128,128,128	255,255,255	-1,-1,-1	0
106	Доспехи	183,214,241	9	128,128,128	255,255,255	-1,-1,-1	0
107	Абаддон 1	112,34,109	9	128,128,128	255,255,255	-1,-1,-1	0
108	Абаддон 2	97,231,199	9	128,128,128	255,255,255	-1,-1,-1	0
109	Абаддон 3	193,245,237	9	128,128,128	255,255,255	-1,-1,-1	0
110	Абаддон 4	16,236,40	9	128,128,128	255,255,255	-1,-1,-1	0
111	Небеса	8,217,215	2	128,128,128	255,255,255	-1,-1,-1	0
112	Серебряный Хаос	234,9,226	-1	128,128,128	255,255,255	-1,-1,-1	0
113	Абаддон 5	206,16,176	-1	128,128,128	255,255,255	-1,-1,-1	0
114	Абаддон 6	23,233,130	-1	128,128,128	255,255,255	-1,-1,-1	0
115	Абаддон 7	75,163,147	-1	128,128,128	255,255,255	-1,-1,-1	0
116	Абаддон 8	98,47,35	-1	128,128,128	255,255,255	-1,-1,-1	0
117	Абаддон 9	233,216,16	-1	128,128,128	255,255,255	-1,-1,-1	0
118	Абаддон 10	178,186,187	-1	128,128,128	255,255,255	-1,-1,-1	0
119	Абаддон 11	226,64,246	-1	128,128,128	255,255,255	-1,-1,-1	0
120	Абаддон 12	77,244,121	-1	128,128,128	255,255,255	-1,-1,-1	0
121	Абаддон 13	180,50,208	-1	128,128,128	255,255,255	-1,-1,-1	0
122	Абаддон 14	11,59,239	-1	128,128,128	255,255,255	-1,-1,-1	0
123	Абаддон 15	27,174,168	-1	128,128,128	255,255,255	-1,-1,-1	0
124	Абаддон 16	134,144,185	-1	128,128,128	255,255,255	-1,-1,-1	0
125	Абаддон 17	155,249,181	-1	128,128,128	255,255,255	-1,-1,-1	0
126	Абаддон 18	153,139,227	-1	128,128,128	255,255,255	-1,-1,-1	0
127	Вечный Абаддон	128,248,172	-1	128,128,128	255,255,255	-1,-1,-1	0
128	Гавань Абаддона	215,108,251	8	128,128,128	255,255,255	-1,-1,-1	0
129	Мираж Ледыни	2,55,212	-1	128,128,128	255,255,255	-1,-1,-1	0
130	Мираж Громограда	79,134,69	-1	128,128,128	255,255,255	-1,-1,-1	0
131	Мираж Шайтана	9,119,147	-1	128,128,128	255,255,255	-1,-1,-1	0
132	Священная война	14,103,20	-1	128,128,128	255,255,255	-1,-1,-1	0
133	Маленькая священная война	92,247,123	-1	128,128,128	255,255,255	-1,-1,-1	0
134	Церковь	17,178,140	-1	128,128,128	255,255,255	-1,-1,-1	0
135	Новогодняя Деревня	233,118,107	-1	128,128,128	255,255,255	-1,-1,-1	0
136	Грех	153,139,227	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
137	Утопь Греха	128,248,172	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
138	Арена C	19,182,75	-1	128,128,128	255,255,255	-1,-1,-1	0
139	Арена D	13,139,58	-1	128,128,128	255,255,255	-1,-1,-1	0
140	Арена E	137,56,156	-1	128,128,128	255,255,255	-1,-1,-1	0
141	Снежная Война	148,147,165	-1	128,128,128	255,255,255	-1,-1,-1	0
142	Тюрьма 	53,30,26	-1	128,128,128	255,255,255	-1,-1,-1	0
143	Дом тьмы	77,142,137	-1	128,128,128	255,255,255	-1,-1,-1	0
144	Неизвестный остров 93	176,59,250	-1	128,128,128	255,255,255	-1,-1,-1	0
145	Неизвестный остров 94	62,200,228	-1	128,128,128	255,255,255	-1,-1,-1	0
146	Неизвестный остров 95	119,245,100	-1	128,128,128	255,255,255	-1,-1,-1	0
147	Неизвестный остров 96	235,233,76	-1	128,128,128	255,255,255	-1,-1,-1	0
148	Неизвестный остров 97	5,26,77	-1	128,128,128	255,255,255	-1,-1,-1	0
149	Неизвестный остров 98	145,55,140	-1	128,128,128	255,255,255	-1,-1,-1	0
150	Неизвестный остров 99	179,145,204	-1	128,128,128	255,255,255	-1,-1,-1	0
151	Неизвестный остров 100	224,85,56	-1	128,128,128	255,255,255	-1,-1,-1	0
152	Неизвестный остров 101	19,218,37	-1	128,128,128	255,255,255	-1,-1,-1	0
153	Неизвестный остров 102	31,26,88	-1	128,128,128	255,255,255	-1,-1,-1	0
154	Неизвестный остров 103	153,136,239	-1	128,128,128	255,255,255	-1,-1,-1	0
155	Неизвестный остров 104	253,159,209	-1	128,128,128	255,255,255	-1,-1,-1	0
156	Неизвестный остров 105	202,250,237	-1	128,128,128	255,255,255	-1,-1,-1	0
157	Явление мечты	205,141,85	-1	128,128,128	255,255,255	-1,-1,-1	0
158	Территория дьявола	205,141,85	-1	128,128,128	255,255,255	-1,-1,-1	0
159	Покинутый остров	141,137,58	-1	128,128,128	255,255,255	-1,-1,-1	0
160	Неизвестный остров 109	63,24,9	-1	128,128,128	255,255,255	-1,-1,-1	0
161	Неизвестный остров 110	232,1,240	-1	128,128,128	255,255,255	-1,-1,-1	0
162	Неизвестный остров 111	172,252,194	-1	128,128,128	255,255,255	-1,-1,-1	0
163	Неизвестный остров 112	75,127,19	-1	128,128,128	255,255,255	-1,-1,-1	0
164	Неизвестный остров 113	53,178,215	-1	128,128,128	255,255,255	-1,-1,-1	0
165	Неизвестный остров 114	17,172,123	-1	128,128,128	255,255,255	-1,-1,-1	0
166	Неизвестный остров 115	116,167,1	-1	128,128,128	255,255,255	-1,-1,-1	0
167	Неизвестный остров 116	250,140,244	-1	128,128,128	255,255,255	-1,-1,-1	0
168	Неизвестный остров 117	100,82,211	-1	128,128,128	255,255,255	-1,-1,-1	0
169	Неизвестный остров 118	185,181,196	-1	128,128,128	255,255,255	-1,-1,-1	0
170	Неизвестный остров 119	171,36,47	-1	128,128,128	255,255,255	-1,-1,-1	0
171	Неизвестный остров 120	243,100,210	-1	128,128,128	255,255,255	-1,-1,-1	0
172	Неизвестный остров 121	134,98,88	-1	128,128,128	255,255,255	-1,-1,-1	0
173	Неизвестный остров 122	95,196,47	-1	128,128,128	255,255,255	-1,-1,-1	0
174	Неизвестный остров 123	59,45,118	-1	128,128,128	255,255,255	-1,-1,-1	0
175	Неизвестный остров 124	88,238,205	-1	128,128,128	255,255,255	-1,-1,-1	0
176	Неизвестный остров 125	2,2,180	-1	128,128,128	255,255,255	-1,-1,-1	0
177	Бухта Луны	122,97,10	7	114,148,155	255,255,255	-1,-1,-1	1
178	Остров Зимней Луны	217,104,215	7	114,148,155	255,255,255	-1,-1,-1	0
179	Остров Кары	239,134,60	11	114,148,155	255,255,255	-1,-1,-1	0
180	Остров Виля	128,128,128	14	114,148,155	255,255,255	-1,-1,-1	0
181	Остров Ледяного Озера	180,40,8	10	114,148,155	255,255,255	-1,-1,-1	0
182	Обледенелый Остров	13,75,166	6	114,148,155	255,255,255	-1,-1,-1	0
183	1-ый край Авроры	122,97,10	9	114,148,155	255,255,255	-1,-1,-1	0
184	2-ой край Авроры	208,205,156	9	128,128,128	255,255,255	-1,-1,-1	0
185	1-ый край Тьмы	18,222,247	10	114,148,155	255,255,255	-1,-1,-1	0
186	2-ой край Тьмы	11,96,177	10	128,128,128	255,255,255	-1,-1,-1	0
187	Неизвестный остров 136	111,97,12	-1	128,128,128	255,255,255	-1,-1,-1	0
188	Неизвестный остров 137	66,154,36	-1	128,128,128	255,255,255	-1,-1,-1	0
189	Неизвестный остров 138	146,17,37	-1	128,128,128	255,255,255	-1,-1,-1	0
190	Неизвестный остров 139	167,222,81	-1	128,128,128	255,255,255	-1,-1,-1	0
191	Неизвестный остров 140	110,71,198	-1	128,128,128	255,255,255	-1,-1,-1	0
192	Неизвестный остров 141	159,4,230	-1	128,128,128	255,255,255	-1,-1,-1	0
193	Неизвестный остров 142	184,7,111	-1	128,128,128	255,255,255	-1,-1,-1	0
194	Неизвестный остров 143	20,68,132	-1	128,128,128	255,255,255	-1,-1,-1	0
195	Неизвестный остров 144	14,154,24	-1	128,128,128	255,255,255	-1,-1,-1	0
196	Неизвестный остров 145	142,37,89	-1	128,128,128	255,255,255	-1,-1,-1	0
197	Неизвестный остров 146	92,158,57	-1	128,128,128	255,255,255	-1,-1,-1	0
198	Неизвестный остров 147	188,146,160	-1	128,128,128	255,255,255	-1,-1,-1	0
199	Неизвестный остров 148	122,153,85	-1	128,128,128	255,255,255	-1,-1,-1	0
200	Неизвестный остров 149	188,183,212	-1	128,128,128	255,255,255	-1,-1,-1	0
201	Неизвестный остров 150	39,136,46	-1	128,128,128	255,255,255	-1,-1,-1	0
202	Неизвестный остров 151	30,39,230	-1	128,128,128	255,255,255	-1,-1,-1	0
203	Неизвестный остров 152	161,20,96	-1	128,128,128	255,255,255	-1,-1,-1	0
204	Неизвестный остров 153	59,160,163	-1	128,128,128	255,255,255	-1,-1,-1	0
205	Неизвестный остров 154	135,58,94	-1	128,128,128	255,255,255	-1,-1,-1	0
206	Неизвестный остров 155	6,208,239	-1	128,128,128	255,255,255	-1,-1,-1	0
207	Неизвестный остров 156	107,14,201	-1	128,128,128	255,255,255	-1,-1,-1	0
208	Неизвестный остров 157	208,231,205	-1	128,128,128	255,255,255	-1,-1,-1	0
209	Неизвестный остров 158	77,93,71	-1	128,128,128	255,255,255	-1,-1,-1	0
210	Неизвестный остров 159	45,133,66	-1	128,128,128	255,255,255	-1,-1,-1	0
211	Неизвестный остров 160	220,120,137	-1	128,128,128	255,255,255	-1,-1,-1	0
212	Неизвестный остров 161	242,71,22	-1	128,128,128	255,255,255	-1,-1,-1	0
213	Неизвестный остров 162	24,38,222	-1	128,128,128	255,255,255	-1,-1,-1	0
214	Неизвестный остров 163	83,246,178	-1	128,128,128	255,255,255	-1,-1,-1	0
215	Неизвестный остров 164	95,133,110	-1	128,128,128	255,255,255	-1,-1,-1	0
216	Неизвестный остров 165	182,68,100	-1	128,128,128	255,255,255	-1,-1,-1	0
217	Неизвестный остров 166	252,142,62	-1	128,128,128	255,255,255	-1,-1,-1	0
218	Неизвестный остров 167	95,164,116	-1	128,128,128	255,255,255	-1,-1,-1	0
219	Неизвестный остров 168	150,223,125	-1	128,128,128	255,255,255	-1,-1,-1	0
220	Неизвестный остров 169	220,117,39	-1	128,128,128	255,255,255	-1,-1,-1	0
221	Неизвестный остров 170	235,100,228	-1	128,128,128	255,255,255	-1,-1,-1	0
222	Неизвестный остров 171	189,36,220	-1	128,128,128	255,255,255	-1,-1,-1	0
223	Неизвестный остров 172	114,38,80	-1	128,128,128	255,255,255	-1,-1,-1	0
224	Неизвестный остров 173	89,227,210	-1	128,128,128	255,255,255	-1,-1,-1	0
225	Неизвестный остров 174	19,196,198	-1	128,128,128	255,255,255	-1,-1,-1	0
226	Неизвестный остров 175	4,60,208	-1	128,128,128	255,255,255	-1,-1,-1	0
227	Неизвестный остров 176	222,132,209	-1	128,128,128	255,255,255	-1,-1,-1	0
228	Неизвестный остров 177	231,61,7	-1	128,128,128	255,255,255	-1,-1,-1	0
229	Неизвестный остров 178	92,216,119	-1	128,128,128	255,255,255	-1,-1,-1	0
230	Хаос Ледыни	130,18,104	-1	128,128,128	255,255,255	-1,-1,-1	0
231	Неизвестный остров 180	201,212,70	-1	128,128,128	255,255,255	-1,-1,-1	0
232	Неизвестный остров 181	13,53,22	-1	128,128,128	255,255,255	-1,-1,-1	0
233	Неизвестный остров 182	69,246,187	-1	128,128,128	255,255,255	-1,-1,-1	0
234	Неизвестный остров 183	204,120,163	-1	128,128,128	255,255,255	-1,-1,-1	0
235	Неизвестный остров 184	232,4,130	-1	128,128,128	255,255,255	-1,-1,-1	0
236	Неизвестный остров 185	171,198,235	-1	128,128,128	255,255,255	-1,-1,-1	0
237	Неизвестный остров 186	167,132,219	-1	128,128,128	255,255,255	-1,-1,-1	0
238	Неизвестный остров 187	248,56,223	-1	128,128,128	255,255,255	-1,-1,-1	0
239	Неизвестный остров 188	96,68,85	-1	128,128,128	255,255,255	-1,-1,-1	0
240	Неизвестный остров 189	241,204,135	-1	128,128,128	255,255,255	-1,-1,-1	0
241	Неизвестный остров 190	179,42,224	-1	128,128,128	255,255,255	-1,-1,-1	0
242	Неизвестный остров 191	3,196,74	-1	128,128,128	255,255,255	-1,-1,-1	0
243	Неизвестный остров 192	198,52,240	-1	128,128,128	255,255,255	-1,-1,-1	0
244	Неизвестный остров 193	215,130,9	-1	128,128,128	255,255,255	-1,-1,-1	0
245	Неизвестный остров 194	48,202,188	-1	128,128,128	255,255,255	-1,-1,-1	0
246	Неизвестный остров 195	27,69,133	-1	128,128,128	255,255,255	-1,-1,-1	0
247	Неизвестный остров 196	166,14,218	-1	128,128,128	255,255,255	-1,-1,-1	0
248	Неизвестный остров 197	110,125,152	-1	128,128,128	255,255,255	-1,-1,-1	0
249	Неизвестный остров 198	206,63,239	-1	128,128,128	255,255,255	-1,-1,-1	0
250	Неизвестный остров 199	217,104,215	-1	128,128,128	255,255,255	-1,-1,-1	0
251	Неизвестный остров 200	239,134,60	-1	128,128,128	255,255,255	-1,-1,-1	0
252	Неизвестный остров 201	180,40,8	-1	128,128,128	255,255,255	-1,-1,-1	0
253	Неизвестный остров 202	13,75,166	-1	128,128,128	255,255,255	-1,-1,-1	0
254	Арена	18,222,247	-1	128,128,128	255,255,255	-1,-1,-1	0
255	Интерфейс подключения	122,97,10	-1	114,148,155	255,255,255	-1,-1,-1	0
