0015	Крис-меч	w0010	10100002	01020003	02020003	0	0	0	0	2	0	0	0	6	1	1	1	1	1	1	1	83593	2,-2,-2,-2	40	8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	161,203	219,277	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Крест	
0016	Меч паладина	w0011	10100002	01020004	02020004	0	0	0	0	2	0	0	0	6	1	1	1	1	1	1	1	144700	2,-2,-2,-2	50	8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,13	0,13	0,13	0,13	0,13	0,0	0,0	0,0	203,243	275,331	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0017	Костяной меч	w0012	10100002	01020005	02020005	0	0	0	0	2	0	0	0	5	1	1	1	1	1	1	1	227003	2,-2,-2,-2	60	8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,15	0,15	0,15	0,15	0,15	0,0	0,0	0,0	243,279	329,381	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Изготовлен искусным кузнецом из кости дракона	
0018	Громовой клинок	w0013	10100002	01020006	02020006	0	0	0	0	2	0	0	0	4	1	1	1	1	1	1	1	332529	2,-2,-2,-2	70	8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	279,315	379,427	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Легендарное оружие со свойствами молнии	
0019	Ониксовый меч	w0014	10100002	01020007	02020007	0	0	0	0	2	0	0	0	4	1	1	1	1	1	1	1	463145	2,-2,-2,-2	80	8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,19	0,19	0,19	0,19	0,19	0,0	0,0	0,0	314,338	426,458	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0020	Меч бунтаря	w0208	10100002	01020023	02020023	0	0	0	0	2	0	0	0	6	1	1	1	1	1	1	1	111312	2,-2,-2,-2	45	8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	182,224	248,302	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0021	Ободряющий меч	w0210	10100002	01020026	02020026	0	0	0	0	2	0	0	0	6	1	1	1	1	1	1	1	182752	2,-2,-2,-2	55	8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,14	0,14	0,14	0,14	0,14	0,0	0,0	0,0	223,263	303,355	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0022	Сабля	w0004	10100001	01010004	02010004	03010080	0	0	0	1	0	0	0	6	1	1	1	1	1	1	1	34785	1,3,-2,-2	45	9,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,6,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	50,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	93,111	115,137	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0023	Меч иллюзий	w0005	10100001	01010005	02010005	03010081	0	0	0	1	0	0	0	5	1	1	1	1	1	1	1	57110	1,3,-2,-2	55	9,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,6,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	50,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,14	0,14	0,14	0,14	0,14	0,0	0,0	0,0	110,126	136,156	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0024	Сундук интриги	n1257	10130023	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	1	1	0	10	-1,-2,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_IDBOX	0	0	0	0	0	0	Сундук событий 'Пиратии'. Для 100 лучших игроков, достигших 60 ур. за самый короткий срок.	
0025	Короткий лук	w0015	10100003	01030001	0	03030001	0	0	0	3	0	0	0	7	1	1	1	1	1	1	1	2031	1,3,-2,-2	10	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	6,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	40,74	46,84	0,0	0,0	0,0	0,0	3,5	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Лук малой дальнобойности	
0026	Длинный лук	w0016	10100003	01030002	0	03030002	0	0	0	3	0	0	0	7	1	1	1	1	1	1	1	9794	1,3,-2,-2	20	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	6,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	74,106	82,118	0,0	0,0	0,0	0,0	7,8	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Дальнобойный лук	
0027	Туземный лук	w0017	10100003	01030003	0	03030003	0	0	0	3	0	0	0	6	1	1	1	1	1	1	1	25897	1,3,-2,-2	30	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	6,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	105,133	117,149	0,0	0,0	0,0	0,0	10,12	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Дальнобойный лук, сделанный из животных органов. Небольшой и легкий	
0028	Метеоритный лук	w0018	10100003	01030004	0	03030004	0	0	0	3	0	0	0	6	1	1	1	1	1	1	1	37485	1,3,-2,-2	35	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	6,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	78,78	80,80	0,0	0,0	0,0	0,0	15,15	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Лук, выпускающий стрелы словно метеоры или кометы	
0029	Лук Рекки	w0019	10100003	01030005	0	03030005	0	0	0	3	0	0	0	5	1	1	1	1	1	1	1	65859	1,3,-2,-2	44	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	6,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	95,95	111,111	0,0	0,0	0,0	0,0	17,17	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Лук, принесенный из адского пекла	
0030	Лук Зари	w0020	10100003	01030007	0	03030006	0	0	0	3	0	0	0	4	1	1	1	1	1	1	1	104299	1,3,-2,-2	53	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	6,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	115,115	131,131	0,0	0,0	0,0	0,0	20,20	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Один из двух луков, созданный древним героем. Лук Зари и Лук Заката. 	
0031	Лук Заката	w0021	10100003	01030007	0	03030007	0	0	0	3	0	0	0	4	1	1	1	1	1	1	1	153788	1,3,-2,-2	62	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	6,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	132,132	152,152	0,0	0,0	0,0	0,0	22,22	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Один из двух луков, созданный древним героем. Лук Зари и Лук Заката.	
0032	Охотничий лук	w0263	10100003	01030009	0	03030009	0	0	0	3	0	0	0	7	1	1	1	1	1	1	1	4807	1,3,-2,-2	15	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	6,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	57,91	65,99	0,0	0,0	0,0	0,0	5,7	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0033	Боевой лук	w0265	10100003	01030011	0	03030011	0	0	0	3	0	0	0	7	1	1	1	1	1	1	1	16475	1,3,-2,-2	25	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	6,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	90,120	100,134	0,0	0,0	0,0	0,0	8,10	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
