//Serial	NPC Name	NPC Type	Chrindex ID	Show Mini-map	Coordinates starting point	Coordination Goal	NPC placement	Region	Region ID	NPC Script	info manage	Test Status
156	Контрабандист	1	527	4	220500,279100	220500,279100	0	Argent City	1	0	r_talkmo7	0
//157	Создатель Гильдий	1	421	0	222375,278525	222375,278525	189	Lower Icicle Castle	20	0	r_LeoNaRDo5	0
//159	Мажор	1	19	1	219200,278700	219200,278700	10	Argent City	1	0	TePM_NGKG	0
//160	Продавщица коралов	1	28	0	225300,278800	225300,278800	264	Argent City	1	0	r_talkmo95	0
161	Книги	1	25	13	223000,273000	223000,273000	180	Argent City	1	0	Books	0
127	Апарели на Ланса	1	803	0	222800,279300	222800,279300	0	Argent City	20	0	r_talkLanAPP	0
163	Апарели на Чемпиона	1	805	2	223000,279300	223000,279300	0	Argent City	20	0	r_talkCarAPP	0
164	Апарели на Филлис	1	804	0	223200,279300	223200,279300	0	Argent City	24	0	r_talkPhyAPP	0
165	Апарели на Ами	1	810	0	223400,279300	223400,279300	0	Argent City	24	0	r_talkAmiAPP	0
166	Баффалка ДВ	1	11	15	91500,106800	91500,106800	270	Argent City	1	0	BopoH	0
115	Сиделка - Джина	1	29	3	91500,107000	91500,107000	270	Argent City	1	0	r_FC	r_npcstate04
//167	Обменик 85 колец	1	421	0	228175,269525	228175,269525	189	Argent City	20	0	r_talkmo2009	0
//168	Портальщик в Абаддоны	1	16	0	219100,275900	219100,275900	180	Argent City	1	0	r_talkmo2010	0
//169	Султан Султанович	1	449	7	221150,278125	221150,278125	180	Argent City	1	0	r_HeSToP2	0
170	Филиция	1	284	0	224000,276900	224000,276900	180	Argent City	103	0	BopoHangel_1	0
171	Апарели оружий	1	1128	7	223600,279300	223600,279300	0	Argent City	24	0	r_talkmo85	0
173	Биф - Какао	1	748	0	224100,278500	224100,278500	180	Argent City	8	0	r_talkmo31	0
//134	Поздравитель!!!	1	1195	11	221700,277600	221700,277600	90	Argent City	1	0	canshad_1	0
//135	Майлада	1	430	0	219000,277400	219000,277400	180	Argent City	13	0	m_maylada	0
//136	Обменик 65 ансов и продажа колец	1	281	0	221200,276700	221200,276700	0	Argent City	13	0	trade_45	0
//137	Свидетельница	1	1126	1	226000,275700	226000,275700	180	Argent City	1	0	r_LeoNaRDo4	0
138	Билетный торговец	1	257	12	221600,270600	221500,270600	180	Argent City	86	0	r_talkmo1	0
//174	Магазин Производства	1	30	13	223250,280200	223250,280200	180	Argent City	1	0	n_tura11	0
175	Банк ДВ	1	790	0	91050,106552	91150,104353	174	Sacred Snow Mountain	97	0	sky_13	0
154	Коварный куст	1	221	0	214138,270471	214138,270471	175	Окрестности Аргента	3	0	ync_talk	0
//176	Обменник 85 ансилов	1	5	0	219220,276300	219220,276300	90	Argent City	1	0	eviltrade_09	0
177	Продавец крыльев	1	405	0	228000,274600	228000,274600	90	Argent City	1	0	r_talkmo4	0
//177	Всё для Анализа	1	28	0	219200,278700	219200,278700	10	Argent City	1	0	sky_07	0
//178	Первая профа	1	2	2	223000,280200	223000,280200	180	Argent City	1	0	r_talkmo5	0
//179	Вторая профа	1	5	5	223400,280200	223400,280200	180	Argent City	1	0	r_talkmo6	0
//180	Пиратские честы	1	929	13	225200,278800	225200,278800	264	Argent city	1	0	Kevin_npc12	0
181	Священник	1	23	7	218600,278700	218600,278700	0	Аргент	1	0	wedding_npc01	0
182	Вор	1	93	0	219250,274650	219250,274650	90	Argent City	1	0	r_eXtaZy92	0
//183	Босс	1	1129	3	223000,278400	223000,278400	180	Argent City	1	0	r_ExtaZy	0
183	Грозный учитель	1	1132	3	223400,278400	223400,278400	180	Argent City	1	0	r_ExtaZy1	0
128	Учитель с ПрИкОлЬчИкАмИ	1	1129	4	223000,278400	223000,278400	180	Argent City	1	0	r_ExtaZy2	0
//184	Пират Джек	1	1007	0	222550,270600	222550,270600	180	Argent City	1	0	BopoH_trade	0
185	Праздничный Шар	1	1036	13	225700,277900	225700,277900	0	Argent city	1	0	npc_talk06	0
//186	Хранитель Арены	1	424	4	220100,290000	220100,290000	30	°ЧТшіЗ	1	0	arena_talk01	0
//187	Джимми	1	450	4	220100,289400	220100,289400	90	°ЧТшіЗ	1	0	pk_talk256	0
//188	Пакка	1	1140	0	218400,277600	218400,277600	180	°ЧТшіЗ	1	0	s_talk2	0
//186	Мистический предсказатель	1	1141	0	221800,278300	221800,278301	180	Argent City	1	0	e_talk003	0
